Sentence number	Greek	Fowler	Jowett	Schleiermacher	Rahimi	Nikpour	Mohammadi	Mahmoudzadeh	Assimi						
0059-003|65.|Cr.45d.2.	τεύξονται δέ, ὡς τὸ εἰκός, τοιούτων οἷάπερ εἴωθεν γίγνεσθαι ἐν ταῖς ὀρφανίαις περὶ τοὺς ὀρφανούς.	and they will probably meet with such treatment as generally comes to orphans in their destitution.	and if they do not meet with the usual fate of orphans, there will be small thanks to you.	Es wird sie aber wahrscheinlich so treffen, wie es Waisen zu ergehen pflegt im Waisenstande.	اینطور به نظر می‌رسد تا آنجا که به تو مربوط است/ درنزد تو , هر آنچه پیش‌آید چنان که معمول ( زندگی ) یتیمی است برای یتیمیان , اتفاق خواهد افتاد .	و یحتمل برای آن‌ها چنان پیش خواهد آمد که در شرایط یتیمی رخ‌دادنش برای یتیمان معمول است .	حتی، که به سان حقیقت است، همانند یتیمانی خواهند بود که به چنین چیزی در خصوص بی‌سرپرستی خو می‌گیرند.	.اما به نظر می رسد خود بخود به هر چه که روی دادن اش در یتیمی برای یتیمان معمول است نائل خواهند شد ;	و یحتمل بر آنان همان خواهد رفت که معمولا در یتیمی بر یتیمان می رود .						
0059-003|66.|Cr.45d.3.	ἢ γὰρ οὐ χρὴ ποιεῖσθαι παῖδας ἢ συνδιαταλαιπωρεῖν καὶ τρέφοντα καὶ παιδεύοντα, σὺ δέ μοι δοκεῖς τὰ ῥᾳθυμότατα αἱρεῖσθαι.	No. Either one ought not to beget children, or one ought to stay by them and bring them up and educate them. But you seem to me to be choosing the laziest way;	No man should bring children into the world who is unwilling to persevere to the end in their nurture and education. But you are choosing the easier part, as I think,	Denn entweder solltest du keine Kinder erzeugt haben, oder auch treulich aushalten bei ihrer Erziehung und Ausbildung. Du aber scheinst nur das Bequemste zu erwählen	یا نباید فرزند بیاوری یا باید سختی ‌بزرگ کردن و تربیت اش را تحمل کنی , و به نظرم می‌رسد راحت‌ترین را برمی‌گزینی .	چراکه یا نباید فرزندان را به‌دنیا‌آوردن یا [ باید ] در سختی‌ها در کنارشان ماندن و آن‌ها را بارآورده و تعلیم‌ داده , اما تو در نظر من . سهل‌ترین راه را برگزیده‌ای	چرا که یا نباید فرزند آوردن یا جورش را کشیدن و بزرگ کردن و پروراندن , اما به نظر من تو آسان‌ترین را برمی‌گزینی .	زیرا یا نباید فرزندان را آوردن یا این که هم بارآوردن شان و هم آموزاندن شان را در کنارشان به جان خریدن. لیک برمن چنین پیداست که تو سرِ اختیار کردن سهل ترین شان را داری	یا نمی باید فرزندانی آورد یا باید در سختی همراهشان بود و بزرگشان کرد و تعلیمشان داد . اما به نظر من می رسد که تو لاقیدترین ها را برگزیده ای						
0059-003|67.|Cr.45d.4.	χρὴ δέ, ἅπερ ἂν ἀνὴρ ἀγαθὸς καὶ ἀνδρεῖος ἕλοιτο, ταῦτα αἱρεῖσθαι, φάσκοντά γε δὴ ἀρετῆς διὰ παντὸς τοῦ βίου ἐπιμελεῖσθαι:	and you ought to choose as a good and brave man would choose, you who have been saying all your life that you cared for virtue.	not the better and manlier, which would rather have become one who professes virtue in all his actions, like yourself.	und solltest doch was ein tüchtiger und tapferer Mann wählen würde nur das wählen, da du ja behauptest dein ganzes Leben hindurch dich der Tugend befleißiget zu haben.	باید آنچنان برگزینی که مرد نیک و جوانمرد برای خود بر‌می‌گزیند , چه تمام زندگی‌ات ادعای نگهبانی فضیلت می‌کنی .	اما می‌بایست آن‌هایی را برگزیدن که مردی نیک و دلیر برمی‌گزیند , چه در سراسر زندگانی‌ات به حراست از فضیلت اذعان داشته‌ای .	حتی باید، آنچه که مرد نیکو و شجاع برمی‌گزیند آن را برگزید، حداقل فی الحال تصدیق می‌کنی که کمال را در طول کل زندگانی‌ات الگو قرار داده‌ای.	در حالی که کاش آنی اختیار کردی که بایسته است نیکو خصال و بی باک مردی چون تو اختیار کردن , تویی که در سراسردوران زندگانی ات بیش ازهرچیز از همّ وغم داشتنِ فضیلت دم زده‌ایی !	حال آنکه باید آنچنان که مردی نیک و پردل می گزیند برگزید . بویژه آنکس که دعوی دارد تمام عمر دغدغه هنر داشته است .						
0059-003|68.|Cr.45e.1.	ὡς ἔγωγε καὶ ὑπὲρ σοῦ καὶ ὑπὲρ ἡμῶν τῶν σῶν ἐπιτηδείων αἰσχύνομαι μὴ δόξῃ ἅπαν τὸ πρᾶγμα τὸ περὶ σὲ ἀνανδρίᾳ τινὶ τῇ ἡμετέρᾳ πεπρᾶχθαι, καὶ ἡ εἴσοδος τῆς δίκης εἰς τὸ δικαστήριον ὡς εἰσῆλθεν ἐξὸν μὴ εἰσελθεῖν, καὶ αὐτὸς ὁ ἀγὼν τῆς δίκης ὡς ἐγένετο, καὶ τὸ τελευταῖον δὴ τουτί, ὥσπερ κατάγελως τῆς πράξεως, κακίᾳ τινὶ καὶ ἀνανδρίᾳ τῇ ἡμετέρᾳ διαπεφευγέναι ἡμᾶς δοκεῖν, οἵτινές σε οὐχὶ ἐσώσαμεν οὐδὲ σὺ σαυτόν, οἷόν τε ὂν καὶ δυνατὸν εἴ τι καὶ μικρὸν ἡμῶν ὄφελος ἦν.	So I am shamed both for you and for us, your friends, and I am afraid people will think that this whole affair of yours has been conducted with a sort of cowardice on our part — both the fact that the case came before the court, when it might have been avoided, and the way in which the trial itself was carried on, and finally they will think, as the crowning absurdity of the whole affair, that this opportunity has escaped us through some base cowardice on our part, since we did not save you, and you did not save yourself, though it was quite possible if we had been of any use whatever.	And, indeed, I am ashamed not only of you, but of us who are your friends, when I reflect that this entire business of yours will be attributed to our want of courage. The trial need never have come on, or might have been brought to another issue; and the end of all, which is the crowning absurdity, will seem to have been permitted by us, through cowardice and baseness, who might have saved you, as you might have saved yourself, if we had been good for anything (for there was no difficulty in escaping);	Wie denn auch ich für dich und für uns deine Freunde mich schäme, daß es fast das Ansehn hat, als ob diese ganze Geschichte mit dir nur durch eine Unmännlichkeit von unserer Seite so geschehen sei, sowohl die Einlassung der Klage, daß du dich vor Gericht gestellt hast, da es dir frei stand dich nicht zu stellen, als auch der ganze Rechtshandel selbst wie er ist geführt worden; und nun gar dieses Ende, recht das lächerliche von der Geschichte, wird uns nur aus Feigheit und Unmännlichkeit entgangen zu sein scheinen, die wir dich nicht gerettet haben noch du dich selbst, da es gar wohl möglich gewesen wäre, und auch ausführbar, wenn wir nur irgend etwas nutz waren.	چنین است که من هم از تو و هم از خودمان , دوستان تو , شرمگین‌ام , مبادا بیاندیشند به تمامی در این امر یک ناجوانمردی در حق تو صورت گرفته است . هم ورود دعوی به صحن دادگاه آنگونه که وارد شد در حالیکه می‌توانست وارد نشود و هم خود همآورد محاکمه با آن اوج مسخرگی ماجرا در مقام پایان چنانکه پیش‌آمد , می‌پندارند [ فرصت ] بدلیل بدی و ناجوانمردی از دست ما گریخته است , ما ذره‌ای تورا حفظ نکردیم و نه تو [ نیز ] خودت را [ حفظ نکردی ] , درحالیکه با یاری کوچکی از سوی ما [ نجات تو ] ممکن بود .	بدان‌جهت , من به‌‌جای تو و به‌جای خودمان , دوستان تو , روسیاه‌ام مبادا بیندیشند جملگی این قضایای مرتبط با تو از روی قسمی ناجوانمردی از جانب ما انجام گرفته است : چه راهیابی این دعوی به دادگاه که می‌توانست راه نیابد , چه دادرسی‌ای که به انجام رسید , و درنهایت اینکه , به‌عنوان مضحک‌ترین بخش این قضیه , با قباحت و ناجوانمردی ازسوی ما , فکر می‌کنند فرصت از کف داده‌ایم که تو را نجات ندادیم , و [ نیز ] تو خودت را [ گرچه ] ممکن و میسر می‌نمود اگر اندک مددی ازسوی ما می‌شد .	و چونانکه من از بابت تو و از بابت ما، یارانت آزرمگینم. مبادا بپندارند تمامی این ماجرای پیرامون تو نوعی بزدلی از طرف ما صورت گرفته است، و وارد شدن پیش‌درآمد این پرونده به دادگاه درحالیکه می‌توانست وارد نشود، و خود محاکمه انجمن چونانکه پیش رفت،‌ و به طور دقیق فرجام آن، گویی ریشخندی این امر، [این فرصت] با هر بدی و بزدلی از طرف ما از [دستان] ما گریخته شده پنداشته شود، که نه تو را نجات دادیم و نه تو خودت را، و می‌توانستیم اگر هر یاری کوچکی از سمت ما می‌بود.	از این روی من هم به خاطر تو و هم به خاطر ما که دوستان تو ایم شرمسارم تا مبادا گمان کنند تمام این کار مربوط به تو با نامردی ما انجام پذیرفته است . هم ورود این دادخواهی به محکمه به چنین وارد شدن ایی که چه بسا وارد نشدن آن هم محتمل بوده و هم خود مجمع دادخواهی بدان منوال که پیش رفت و سرانجامِ مضحک این امر که گویی خلاصی تو به سبب بدخواهی و بزدلی ما بر باد رفته است این طور نمود می یابد که نه ما تو را نجات دادیم و نه تو خویشتن را , که توانایی انجام آن ممکن بود اگر همیاری اندکی از جانب ما می بود .	بنابراین من هم برای تو و هم برای ما که دوستان تو هستیم شرمسارم مبادا بیاندیشند که کل این ماجرای پیرامون تو ناشی از هراس گونه ای از سوی ما بوده است . هم ورود این دعوا به محکمه آنچنان که وارد شد که امکان وارد نشدن را هم داشت و هم خود جلسه مجمع قضایی آنطور که گذشت و هم نهایتا اینکه چونان اوج مسخرگی این ماجرا گمان می برند که تباهی و هراس از سوی ما موجب شد که فرصت از ما گریخت و نه ما تو را نجات دادیم و نه تو خودت را , با اینکه این کار ممکن بود اگر ما را هیچ فایده ای بود .						
0059-003|69.|Cr.46a.1.	ταῦτα οὖν, ὦ Σώκρατες, ὅρα μὴ ἅμα τῷ κακῷ καὶ αἰσχρὰ ᾖ σοί τε καὶ ἡμῖν.	Take care, Socrates, that these things be not disgraceful, as well as evil, both to you and to us.	and we did not see how disgraceful, Socrates, and also miserable all this will be to us as well as to you.	Dies also, o Sokrates, sieh wohl zu, daß es nicht außer dem Unglück auch zur Schande gereiche dir wie uns.		بنابراین سقراط این مسائل را در دیدرس داشته باش تا برای تو و ما قبیح و ننگین نباشد .	در واقع , ای سقراط , دریاب که این‌های خجالت‌آور در عین حال هم برای تو و هم برای ما بد نیستند .	باری ای سقراط با این وجود این چیزها را ببین که مبادا هم برای تو و هم برای ما بد و شرم آور باشند	بهوش باش ای سقراط که مبادا اینها برای تو و برای ما شرم آور و درعین حال تباه باشد .						
0059-003|70.|Cr.46a.2.	ἀλλὰ βουλεύου — μᾶλλον δὲ οὐδὲ βουλεύεσθαι ἔτι ὥρα ἀλλὰ βεβουλεῦσθαι — μία δὲ βουλή:	Just consider, or rather it is time not to consider any longer, but to have finished considering. And there is just one possible plan;	Make your mind up then, or rather have your mind already made up, for the time of deliberation is over, and there is only one thing to be done,	Also berate dich! Oder es ist vielmehr nicht einmal mehr Zeit sich zu beraten, sondern sich beraten zu haben. Und es gibt nur Einen Rat.		بااین‌حال تصمیم بگیر , یا بهتر , دیگر وقت تصمیم‌گرفتن نیست بلکه باید تصمیم گرفته باشی , یگانه برنامه برنامه این است :	اما تأمل کن – یا حتی هنوز تأمل نکرده و زمان دیگری تأمل کرده باشی– اما یک اندیشه :	اما تامل کن با اینکه اکنون نه هنگام تامل کردن باشد بلکه آن را از پیش تامل کردن می بایست . پس یک راه وجود دارد	تامل کن و شاید دیگر نه زمان تامل کردن بلکه اتمام تامل است تنها یک گزینه باقیست						
0059-003|71.|Cr.46a.3.	τῆς γὰρ ἐπιούσης νυκτὸς πάντα ταῦτα δεῖ πεπρᾶχθαι, εἰ δ᾽ ἔτι περιμενοῦμεν, ἀδύνατον καὶ οὐκέτι οἷόν τε.	for all this must be done in the coming night. And if we delay it can no longer be done.	which must be done, if at all, this very night, and which any delay will render all but impossible;	Denn in der nächsten Nacht muß dies alles geschehen sein, oder wenn wir zaudern ist es unausführbar und nicht mehr möglich.		در طول شب آینده این‌همه باید انجام شود , اگر تعلل کنیم دیگر ممکن نخواهد بود ,	چرا که شب پیش‌رو همه این‌ها باید انجام گرفته باشد، حتی اگر هنوز درنگ کنیم، و دیگر مقدور نخواهد بود.	که به هرطریق طی شب پیش رو انجام گرفتن تمام این کار می بایست . و اگر اکنون درنگ کنیم درمانده ایم و آن ناممکن می گردد .	زیرا همه آن می بایست که در شب آتی صورت پذیرد و اگر تعلل کنیم دیگر نه چنین است و ناممکن می گردد .						
0059-003|72.|Cr.46a.4.	ἀλλὰ παντὶ τρόπῳ, ὦ Σώκρατες, πείθου μοι καὶ μηδαμῶς ἄλλως ποίει.	But I beg you, Socrates, do as I say and don't refuse.	I beseech you therefore, Socrates, to be persuaded by me, and to do as I say.	Also auf alle Weise, Sokrates, gehorche mir, und tue ja nicht anders.		اما به هر طریق سقراط , به من گوش فرا ده و اقدام دیگری نکن	اما به هر جهت، ای سقراط، به من گوش فرا ده و بهانه دیگری متراش.	لیکن ای سقراط به هرروی از من بپذیر و جز این مکن .	اما به هر روی ای سقراط از من پیروی کن و هیچ کار دیگر مکن .						
0059-003|73.|Cr.46b.1.	Σωκράτης. ὦ φίλε Κρίτων, ἡ προθυμία σου πολλοῦ ἀξία εἰ μετά τινος ὀρθότητος εἴη:	Socrates. My dear Crito, your eagerness is worth a great deal, if it should prove to be rightly directed;	Soc. Dear Crito, your zeal is invaluable, if a right one;	Sokrates: Deine Sorge um mich, du lieber Kriton, ist viel wert, wenn sie nur irgend mit dem Richtigen bestehen könnte	ای کریتون گرامی , اشتیاق تو آنجا بسیار ارزنده است اگر که در طلب هر چیز راست و درست باشد .	کریتون عزیز , دلبستگی تو بسیار مغتنم است , اگر مقرون به نوعی راست‌کیشی باشد ,	ای کریتون عزیز، اشتیاق تو بسیار ارزشمند است اگر از زمره راستی باشد:	ای کریتون عزیز دلخواه تو بسی ارزشمند است اگر همراه با درستکاری باشد ;							
0059-003|74.|Cr.46b.2.	εἰ δὲ μή, ὅσῳ μείζων τοσούτῳ χαλεπωτέρα.	but otherwise, the greater it is, the more hard to bear.	but if wrong, the greater the zeal the greater the evil;	wo aber nicht, so ist sie je dringender um desto peinlicher.	اگر اینگونه نباشد , هرقدر [ اشتیاق تو ] بیشتر , بسی کنارآمدن با آن سخت‌تر .	در غیر این صورت هرچه [ این دلبستگی ] شدیدتر باشد دشوارتر است .	وگرنه , هر چه بیشتر به همان اندازه سخت‌تر .	که گر جز این باشد هر اندازه گران تر بسی دشوارتر .							
0059-003|75.|Cr.46b.3.	σκοπεῖσθαι οὖν χρὴ ἡμᾶς εἴτε ταῦτα πρακτέον εἴτε μή:	So we must examine the question whether we ought to do this or not;	and therefore we ought to consider whether these things shall be done or not.	Wir müssen also erwägen ob dies wirklich tunlich ist oder nicht.	بنابراین بایستی بسنجیم که آیا ما ملزم به انجام این [ کار ] هستیم یا نه :	درحقیقت , ما را بینشی لازم است درخصوص اینکه آیا باید این امور را انجام دهیم یا نه .	بنابراین بایستی درون خودمان را کنکاش کنیم که آیا این انجام پذیرفتنی است یا نه:	پس لازم است برما تعمق کردن اینکه آیا این کارعملی ست یا نه ;							
0059-003|76.|Cr.46b.4.	ὡς ἐγὼ οὐ νῦν πρῶτον ἀλλὰ καὶ ἀεὶ τοιοῦτος οἷος τῶν ἐμῶν μηδενὶ ἄλλῳ πείθεσθαι ἢ τῷ λόγῳ ὃς ἄν μοι λογιζομένῳ βέλτιστος φαίνηται.	for I am not only now but always a man who follows nothing but the reasoning which on consideration seems to me best.	For I am and always have been one of those natures who must be guided by reason, whatever the reason may be which upon reflection appears to me to be the best;	Denn nicht jetzt nur, sondern schon immer habe ich ja das an mir, daß ich nichts anderem von mir gehorche, als dem Satze, der sich mir bei der Untersuchung als der beste zeigt.	چراکه من نه نخستین بار بلکه در همه حال چنان ‌ام که هیچ‌یک از دوستانم را پیروی نمی‌کنم مگر آن استدلال که به نظر من باید عالی‌ترین به شمار آید .	بنابراین , من نه اکنون برای اولین‌بار , بلکه همیشه از آن دست کسانی بوده‌ام که از هیچ‌چیز فرمان نبرده‌ام جز برهانی که مستدل‌ شده بر من معلوم شود بهترین است .	چنانکه من و نه فقط اکنون بلکه همیشه همچو کسی برای خودم بوده‌ام که با پیروی کردن از هیچ چیز به جز سگالی که با سبک-سنگین کردن، بهترین برای من آشکار شود.	از آنجایی که من نه اکنون برای نخستین بار , بلکه همواره از جمله ی آنانی گشتم از آنِ خود , چه رهرو چیزی نشدن را توانستم , مگر از برهانی سنجیده که مسلم گردد برای من بهترین است .							
0059-003|77.|Cr.46c.1.	τοὺς δὴ λόγους οὓς ἐν τῷ ἔμπροσθεν ἔλεγον οὐ δύναμαι νῦν ἐκβαλεῖν, ἐπειδή μοι ἥδε ἡ τύχη γέγονεν, ἀλλὰ σχεδόν τι ὅμοιοι φαίνονταί μοι, καὶ τοὺς αὐτοὺς πρεσβεύω καὶ τιμῶ οὕσπερ καὶ πρότερον:	And I cannot, now that this has happened to us, discard the arguments I used to advance, but they seem to me much the same as ever, and I revere and honor the same ones as before.	and now that this fortune has come upon me, I cannot put away the reasons which I have before given: the principles which I have hitherto honored and revered I still honor,	Das aber, was ich schon ehedem in meinen Reden festgesetzt habe, kann ich ja nun nicht verwerfen, weil mir dieses Schicksal geworden ist; sondern jene Reden erscheinen mir noch ganz als dieselben, und ich schätze und ehre sie noch eben so wie vorher.	حال که چنین سرنوشتی برایم رقم خورده است , نمی‌توانم استدلال‌هایی را که پیش‌تر از آنها دم زده‌ام کنار بگذارم . به جز این , براستی همانها را که حفظ کرده و همچون گذشته ارج می‌نهم برای من کم و بیش [ استدلال‌هایی ] همواره ثابت به نظر می‌رسند :	باری حال پس از آنکه چنین سرنوشتی برای من رخ داده است نمی‌توانم آن سخنانی را که در گذشته به زبان می‌راندم کنار بگذارم , بماند که آن‌ها کمابیش همان‌سان بر من آشکار می‌شوند , و آن‌ها را به‌رسم سابق مقدم می‌دانم و ارج می‌نهم .	پس این سخنان را که از پیش می‌گفتم اکنون نمی‌توانم انکار کنم، حال که سرنوشت برای من این چنین رقم خورده است، اما برای من کمابیش همسان می‌نمایند، و نیز همین‌ها را ارج می‌نهم و همانند گذشته از صمیم قلب محترم می‌شمارم:	پس اینک پشت پا زدن بدان برهان هایی که تا کنون سخن می راندم با عذر این تیره بختی که برای من پیش آمده است از من بر نمی آید , چه هنوز هم کمابیش یکسان بر من پدیدار می گردند و من این ها را به رسم گذشته ارج و قرب می نهم .							
0059-003|78.|Cr.46c.2.	ὧν ἐὰν μὴ βελτίω ἔχωμεν λέγειν ἐν τῷ παρόντι, εὖ ἴσθι ὅτι οὐ μή σοι συγχωρήσω, οὐδ᾽ ἂν πλείω τῶν νῦν παρόντων ἡ τῶν πολλῶν δύναμις ὥσπερ παῖδας ἡμᾶς μορμολύττηται, δεσμοὺς καὶ θανάτους ἐπιπέμπουσα καὶ χρημάτων ἀφαιρέσεις.	And unless we can bring forward better ones in our present situation, be assured that I shall not give way to you, not even if the power of the multitude frighten us with even more terrors than at present, as children are frightened with goblins, threatening us with imprisonments and deaths and confiscations of property.	and unless we can find other and better principles on the instant, I am certain not to agree with you; no, not even if the power of the multitude could inflict many more imprisonments, confiscations, deaths, frightening us like children with hobgoblin terrors.	Wenn wir also nicht bessere als sie jetzt vorzutragen haben: so wisse nur, daß ich dir nicht nachgeben werde, und wenn auch die Macht der Menge noch mehr als schon geschieht, um uns wie Kinder einzuschrecken, Gefangenschaft und Tod auf uns los ließe und Verlust des Vermögens.	چنانکه در این وضع موجود مواجهه بهتری نداشته باشیم , و اگر اکنون قدرت اکثریت حتی بیشتر ما را به سان کودکان با تهدید به حبس‌ها و اعدام‌ها و مصادره اموال بترساند , نیک بدان که به [ رای ] شما گردن نمی‌نهم .	اگر در شرایط فعلی گزاره‌ی بهتری به چنگ نیاوریم , نیک بدان که هرگز به تو تسلیم نخواهم شد , نه حتی اگر اقتدار عموم ما را همچون کودکان بیش از شرایط حال حاضر فعلی بهراساند و به‌منظور اسارت و مرگ و مصادره‌ی دارایی‌ها به دنبالم بفرستند .	مگر اینکه سگالی بهتر در وضع موجود پیدا کنیم، نیک دانسته باش که [سگال] تو را به هیچ وجه نخواهم پذیرفت، نه حتی اگر بیشتر در وضع کنونی، با در پی اسارت‌ها و مرگ‌ها فرستادن و با مصادره کردن دارایی‌ها، قدرت عموم مردم گویی کودکان ما را بترساند.	اگر در وضع پیش آمده برهانی بهتر از این نداشته باشیم , و نه افزون تر از این ها اگر اکنون قدرت غالب با روانه کردن سویِ زندان ها و کشتارها و نیز با مصادره ی دارایی ها ما را همچون کودکان بهراساند , نیک واقف باش که تسلیم تو نمی شوم .							
0059-003|79.|Cr.46c.3.	πῶς οὖν ἂν μετριώτατα σκοποίμεθα αὐτά;	Now how could we examine the matter most reasonably?	But what will be the fairest way of considering the question?	Wie können wir also dies recht zu unserer Befriedigung untersuchen?		بنابراین چگونه به نحو احسن درباب آن‌ها بیندیشیم؟	حال چگونه به مناسبترین [ نحو ] درباره این [ وضع‌ها ] بیاندیشیم؟	در حقیقت چگونه می باید آن ها را به سزاوارترین طریق مورد ارزیابی قرار دهیم .							
0059-003|80.|Cr.46c.4.	εἰ πρῶτον μὲν τοῦτον τὸν λόγον ἀναλάβοιμεν, ὃν σὺ λέγεις περὶ τῶν δοξῶν.	By taking up first what you say about opinions and asking	Shall I return to your old argument about the opinions of men,	Wenn wir zuerst den Satz aufnehmen wegen der Meinungen von dem du sprichst,		نخست آن گزاره‌ای را در پیش بگیریم که تو پیرامون باورها و عقاید می‌گویی .	همانا باشد که نخست با این سگال درگیر شویم , که تو حول پندارها می‌گویی .	در واقع نخست این برهان را پی بگیریم که تو در خصوص قضاوت ها بر زبان می آوری .							
0059-003|81.|Cr.46d.1.	πότερον καλῶς ἐλέγετο ἑκάστοτε ἢ οὔ, ὅτι ταῖς μὲν δεῖ τῶν δοξῶν προσέχειν τὸν νοῦν, ταῖς δὲ οὔ;	whether we were right when we always used to say that we ought to pay attention to some opinions and not to others?	some of which are to be regarded, and others, as we were saying, are not to be regarded?	ob wohl für jeden Fall gut gesagt war oder nicht, daß man auf einige Meinungen zwar achten müsse, auf andere aber nicht?		آیا همواره نیک می‌گفتی یا خیر که بایستی برخی از باورها را آویزه‌ی ذهن کرد , و برخی دیگری را نه .	آیا هر بار نیک می‌گفتی یا نه , که همانا بایستی ذهن را معطوف کردن به برخی از افکارها , اما به برخی [ دیگر ] نه؟	که آیا هر بار به نیکویی بر زبان آورده می شد یا نه که ذهن را برای شماری از قضاوت ها سوق دادن می باید و برای شماری دیگر نه ؟							
0059-003|82.|Cr.46d.2.	ἢ πρὶν μὲν ἐμὲ δεῖν ἀποθνῄσκειν καλῶς ἐλέγετο, νῦν δὲ κατάδηλος ἄρα ἐγένετο ὅτι ἄλλως ἕνεκα λόγου ἐλέγετο, ἦν δὲ παιδιὰ καὶ φλυαρία ὡς ἀληθῶς;	Or were we right before I was condemned to death, whereas it has now been made clear that we were talking merely for the sake of argument and it was really mere play and nonsense?	Now were we right in maintaining this before I was condemned? And has the argument which was once good now proved to be talk for the sake of talking; in fact an amusement only, and altogether vanity?	Oder ob es zwar ehe ich sterben sollte gut gesagt war, nun aber offenbar geworden ist, daß es nur obenhin des Redens wegen gesagt, in der Tat aber nichts war als Scherz und Geschwätz?	یا تا پیش از محکوم شدن من به اعدام فصیح سخن‌ می‌راندیم , درحالیکه اکنون آشکار شده که صرفاً در پی تظاهر گفته می‌شده , براستی همچون بازی‌ و یاوه‌سرایی بوده است؟		یا از طرفی پیش‌تر از مرگ بایسته من به حق سخن گفته می‌شد، از طرفی دیگر اکنون گویی آشکار گشته است که فقط از برای حرف زدن گفت‌وگو می‌شد، که حتی در حقیقت بازی کودکانه و بی‌معنایی بود؟	در واقع همانا پیش تر از بایستن مردن من به نیکویی سخن رانده می شد لیک اینک به منصه ظهور رسید که گویی از بهر گفتاری دگرگونه سخن رانده می شد و لیکن در حقیقت نمایشی و مُهمل بود , نبود ؟	یا پیش از آنکه مرا مردن می بایست نیک خوانده میشد حال آنکه اکنون آشکار شده است که صرفا از روی سخن وری گفته آمد و لیک براستی لَهو بود و لَغو						
0059-003|83.|Cr.46d.3.	ἐπιθυμῶ δ᾽ ἔγωγ᾽ ἐπισκέψασθαι, ὦ Κρίτων, κοινῇ μετὰ σοῦ εἴ τί μοι ἀλλοιότερος φανεῖται, ἐπειδὴ ὧδε ἔχω, ἢ ὁ αὐτός, καὶ ἐάσομεν χαίρειν ἢ πεισόμεθα αὐτῷ.	And I wish to investigate, Crito, in common with you, and see whether our former argument seems different to me under our present conditions, or the same, and whether we shall give it up or be guided by it.	That is what I want to consider with your help, Crito: whether, under my present circumstances, the argument appears to be in any way different or not; and is to be allowed by me or disallowed.	Ich meines Teils habe Lust, Kriton, dies mit dir gemeinschaftlich zu untersuchen: ob diese Rede mir jetzt etwa wunderlicher erscheinen wird, nun es so mit mir steht, oder noch eben so; und dem gemäß wollen wir sie entweder gehen lassen oder ihr gehorchen.	و ای کریتون من مشتاقم که با تو مشترکاً تحقیق کنم که در پس چنین وضعی که در آن هستم آیا برای من دیگرگونه به نظرمی‌رسد یا یکسان , یا آن را رها می‌کنیم یا از آن پیروی خواهیم کرد		اما خود من مایلم مشترکاً همراه تو به وارسی کردن , ای کریتون , که آیا برای من متفاوت‌تر به نظر می‌رسد , از زمانی که چنین پیش آمده , یا همان طور است [ که بوده ] , و دست خواهیم برداشت یا از همان پیروی خواهیم کرد .	ای کریتون من برآنم به کاویدن , دوشادوش تو که آیا آن چه هم اکنون این چنین در نظرم دارم مرا به گونه ایی دیگر پدیدار خواهد گشت یا همان است ; پس یا با فروگذاردن , آن را وا خواهیم نهاد یا همان را پی خواهیم گرفت .	و من ای کریتون راغبم به وارسیدن همراه با تو که آن آیا مرا بعد از این و چنانکه در پیش رو دارم دیگرگون در نظر خواهد آمد یا یکسان است و رهایش کنیم مرخص شود یا پیروی اش کنیم						
0059-003|84.|Cr.46e.1.	ἐλέγετο δέ πως, ὡς ἐγᾦμαι, ἑκάστοτε ὧδε ὑπὸ τῶν οἰομένων τὶ λέγειν, ὥσπερ νυνδὴ ἐγὼ ἔλεγον, ὅτι τῶν δοξῶν ἃς οἱ ἄνθρωποι δοξάζουσιν δέοι τὰς μὲν περὶ πολλοῦ ποιεῖσθαι, τὰς δὲ μή.	But it used to be said, I think, by those who thought they were speaking sensibly, just as I was saying now, that of the opinions held by men some ought to be highly esteemed and others not.	That argument, which, as I believe, is maintained by many who assume to be authorities, was to the effect, as I was saying, that the opinions of some men are to be regarded, and of other men not to be regarded.	So aber, glaube ich, wurde sonst immer von denen behauptet, die etwas zu sagen meinten, wie ich jetzt eben sagte, daß von den Meinungen, welche die Menschen hegen, man einige zwar sehr hoch achten müsse, Andere aber nicht.	اما به هر روی , چنانکه به نظرم می‌آید , در هر مناسبتی از سوی کسانی که سخن سنجیده گویند نقل شده , به سان آنچه که اکنون گفتمِ , که برخی از آن عقاید که مردم به آنها اعتقاد می‌ورزند را می‌بایست بسیار ارج نهاد و برخی را نه .		اما به هر صورتی که گفته می‌شد، آنطور که فکر می‌کنم، در هر شرایطی به گونه‌ای توسط اندیشمندان که سنجیده سخن می‌گویند، همان طور که من اکنون می‌گفتم، که افکارهایی را که مردمان می‌پندارند باید همانا به برخی ارزش قائل شد، اما به برخی نه.	لیک بر این باورم که هر بار بدین منوال , سخن گفتن از سوی سخن‌گویانِ نکته سنج , و به هر نحوی که گفته می‌شد , بسانِ همین باشد که من اکنون بر زبان آوردم , که بایستی شماری از قضاوت هایی که آدمیان در سر می‌پرورانند را ارجِ بسیار نهادن و شماری را نه .	و به گمانم هر بار که به هر روی بدین صورت از جانب آنانکه اندیشیده سخن گویند سخنی گفته شده است چنان است که من اکنون گفتم : که آرایی که آدمیان باور دارند می بایست برخی را بسیار به حساب آورد و برخی دیگر را نه .						
